questionId,questionText,answer,pictureKey,section,contentDomain,officialSkill,teachingTopic,explanation,difficulty,sourceType,sourceUrl
SAT-PT06-MATH-M2-Q19,"The table shows the linear relationship between the number of cars, c, on a commuter train and the maximum number of passengers and crew, p, that the train can carry. Which equation represents the linear relationship between c and p? 
A) 55c − p = −9 
B) 55c − p = 9 
C) 55p − c = −9 
D) 55p − c = 9",A,https://img.justsolvely.com/followUpImage/1dc44e2c-6e17-4204-953d-d0afa779b379-1786363325479-250.webp,Math,Algebra,Linear Functions,变化率、初始值和线性增长模型,,,Existing-Practice-Test,
SAT-PT09-MATH-M1-Q23,"For x > 0, the function f is defined as follows: f (x) equals 201% of x Which of the following could describe this function? 
A) Decreasing exponential 
B) Decreasing linear 
C) Increasing exponential 
D) Increasing linear",D,,Math,Algebra,Linear Functions,变化率、初始值和线性增长模型,,,Existing-Practice-Test,
SAT-PT10-MATH-M1-Q12,"An airplane descends from an altitude of 9,500 feet to 5,000 feet at a constant rate of 400 feet per minute. What type of function best models the relationship between the descending airplane’s altitude and time? 
A) Decreasing exponential 
B) Decreasing linear 
C) Increasing exponential 
D) Increasing linear",B,,Math,Algebra,Linear Functions,变化率、初始值和线性增长模型,,,Existing-Practice-Test,
SAT-PT11-MATH-M2-Q09,"The graph of the function f is shown, where Which of the following best describes the function f? 
A) Decreasing exponential 
B) Increasing exponential 
C) Decreasing linear 
D) Increasing linear",B,https://img.justsolvely.com/followUpImage/740dc957-207c-4cdb-8017-e020dbe1ff7f-1786363334011-999.webp,Math,Algebra,Linear Functions,变化率、初始值和线性增长模型,,,Existing-Practice-Test,
SAT-ORG-GAP-0199,"A plant is 15 centimeters tall and grows at a constant rate of 4 centimeters per week. Which function gives its height h after w weeks?
A) h(w) = 15w + 4
B) h(w) = 4(w + 15)
C) h(w) = 4w + 15
D) h(w) = 15 - 4w",C,,Math,Algebra,Linear Functions,变化率、初始值和线性增长模型,C is correct. A linear model equals the initial value plus rate times elapsed time.,Easy,Original-GapFill,
SAT-ORG-GAP-0200,"A plant is 18 centimeters tall and grows at a constant rate of 5 centimeters per week. Which function gives its height h after w weeks?
A) h(w) = 18w + 5
B) h(w) = 5(w + 18)
C) h(w) = 18 - 5w
D) h(w) = 5w + 18",D,,Math,Algebra,Linear Functions,变化率、初始值和线性增长模型,D is correct. A linear model equals the initial value plus rate times elapsed time.,Medium,Original-GapFill,
SAT-ORG-GAP-0201,"A plant is 21 centimeters tall and grows at a constant rate of 6 centimeters per week. Which function gives its height h after w weeks?
A) h(w) = 6w + 21
B) h(w) = 21w + 6
C) h(w) = 6(w + 21)
D) h(w) = 21 - 6w",A,,Math,Algebra,Linear Functions,变化率、初始值和线性增长模型,A is correct. A linear model equals the initial value plus rate times elapsed time.,Hard,Original-GapFill,
SAT-QB-0bd33265,"The equation h = 9(v-213.15) + 32 gives the corresponding temperature h, in degrees Fahrenheit, of any substance that las a temperature of v kelvins, where v > O. If a substance has a temperature of 467.33 degrees Fahrenheit, what is the corresponding temperature, in kelvins, of this substance?",515,,Math,Algebra,Linear Functions,在方程、图像、表格和情境之间转换,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 3.pdf
SAT-QB-0d6ab461,"Gabriella deposits $35 in a savings account at the end of each week. At the beginning of the 1st week of a year there was $600 in that savings account. How much money, in dollars, will be in the account at the end of the 4th week of that year?
A) 460
B) 635
C) 639
D) 740",D,https://img.justsolvely.com/followUpImage/6871a41e-0b65-47e2-939f-9bd6115d9f0b-1786365929058-88.webp,Math,Algebra,Linear Functions,在方程、图像、表格和情境之间转换,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 1.pdf
SAT-QB-0ea7ef01,"Oxygen gas is placed inside a tank with a constant volume. The graph shows the estimated temperature y, in kelvins, of the oxygen gas when its pressure is x atmospheres. mperature (kelvins) U H Pressure (atmospheres) What is the estimated temperature, in kelvins, of the oxygen gas when its pressure is 6 atmospheres?
A) 6
B) 60
C) 700
D) 760",C,https://img.justsolvely.com/followUpImage/42917481-ace2-4a93-80d4-7f98bd055533-1786365927825-222.webp,Math,Algebra,Linear Functions,在方程、图像、表格和情境之间转换,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 1.pdf
SAT-QB-0eae6be1,"The number y is 84 less than the number x. Which equation represents the relationship between x and y?
A) y =x + 84
B) y = 1x
C) y= 84x
D) y = x - 84",D,,Math,Algebra,Linear Functions,在方程、图像、表格和情境之间转换,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 1.pdf
SAT-QB-11e1ab81,"Time (minutes) The graph above shows the distance traveled d, in feet, by a product on a conveyor belt m minutes after the product is placed on the belt. Which of the following equations correctly relates d and m?
A) d= 2m d=
C) d=m + 2
D) d = 2m +2",A,https://img.justsolvely.com/followUpImage/eb884657-cd99-4d42-9595-f10024b278ea-1786365930455-924.webp,Math,Algebra,Linear Functions,在方程、图像、表格和情境之间转换,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 2.pdf
SAT-QB-17d80dc3,"In the xy-plane, line k has a slope of 5 and a y-intercept of (0, - 35). What is the x-coordinate of the x-intercept of line k?",7,,Math,Algebra,Linear Functions,在方程、图像、表格和情境之间转换,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 2.pdf
SAT-QB-255996a6,"T= 1,000 + 18h In the equation above, T represents Brittany's total take-home pay, in dollars, for her first week of work, where h represents the number of hours she worked that week and 1,000 represents a sign-on bonus. If Brittany's total take-home pay was $1,576, for how many hours was Brittany paid for her first week of work?
A) 16
B) 32
C) 55
D) 88",B,https://img.justsolvely.com/followUpImage/2145f566-28d8-4843-970d-60bcd6a6847f-1786365926838-433.webp,Math,Algebra,Linear Functions,在方程、图像、表格和情境之间转换,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 1.pdf
SAT-QB-3122fc7b,"A linear model estimates the population of a city from 1991 to 2015. The model estimates the population was 57 thousand in 1991, 224 thousand in 2011, and x thousand in 2015. To the nearest whole number, what is the value of x?",257,,Math,Algebra,Linear Functions,在方程、图像、表格和情境之间转换,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 2.pdf
SAT-QB-3f5375d9,"The line graphed in the xy-plane below models the total cost, in dollars, for a cab ride, y, in a certain city during nonpeak hours based on the number of miles traveled, x. According to the graph, what is the cost for each additional mile traveled, in dollars, of a cab ride?
A) $2.00
B) $2.60
C) $3.00
D) $5.00",A,https://img.justsolvely.com/followUpImage/00b67bc8-0e99-4b57-ba27-861057f6ea84-1786365925937-668.webp,Math,Algebra,Linear Functions,在方程、图像、表格和情境之间转换,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 1.pdf
SAT-QB-41fdc0b8,"The table above shows the population of Greenleaf, Idaho, for the years 2000 and 2010. If the relationship between population and year is linear, which of the following functions P models the population of Greenleaf t years after 2000?
A) P(t) = 862 - 1.6t
B) P(t) = 862 - 16t
C) P(t) = 862 + 16(t-2,000)
D) P(t) = 862 - 1.6(t- 2,000)",A,https://img.justsolvely.com/followUpImage/a549a627-ea8e-452d-80e5-a32b5b592746-1786365930475-647.webp,Math,Algebra,Linear Functions,在方程、图像、表格和情境之间转换,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 2.pdf
SAT-QB-441558e7,"Scientists collected fallen acorns that each housed a colony of the ant species P. ohioensis and analyzed each colony's structure. For any of these colonies, if the colony has x worker ants, the equation y = 0.67x + 2.6, where 20 ≤ x ≤ 110, gives the predicted number of larvae, y, in the colony. If one of these colonies has 58 worker ants, which of the following is closest to the predicted number of larvae in the colony?
A) 41
B) 61
C) 83
D) 190",A,,Math,Algebra,Linear Functions,在方程、图像、表格和情境之间转换,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 2.pdf
SAT-QB-4fe4fd7c,"c(x) = mx + 500 A company's total cost c(x), in dollars, to produce x shirts is given by the function above, where m is a constant and x > 0. The total cost to produce 100 shirts is $800. What is the total cost, in dollars, to produce 1000 shirts? (Disregard the $ sign when gridding your answer.)",3500,https://img.justsolvely.com/followUpImage/851972f9-ffc5-4312-8c2f-7f21b3c476de-1786365930493-429.webp,Math,Algebra,Linear Functions,在方程、图像、表格和情境之间转换,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 2.pdf
SAT-QB-6efcc0a3,"In the linear function h, h (0) = 41 and h (1) = 40. Which equation defines h?
A) h(x) = -x + 41
B) h(x) = -x
C) h(x) = —41x
D) h (x) = —41",A,,Math,Algebra,Linear Functions,在方程、图像、表格和情境之间转换,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 1.pdf
SAT-QB-81390d6c,"The function his defined by h(x) = x + 200. What is the value of h(50)?
A) 200
B) 250
C) 10,000
D) 50,200",B,,Math,Algebra,Linear Functions,在方程、图像、表格和情境之间转换,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 1.pdf
SAT-QB-8643d906,"P(t = 250 + 10t The population of snow leopards in a certain area can be modeled by the function P defined above, where P(t) is the population t years after 1990. Of the following, which is the best interpretation of the equation P(30) = 550?
A) The snow leopard population in this area is predicted to be 30 in the year 2020.
B) The snow leopard population in this area is predicted to be 30 in the year 2030.
C) The snow leopard population in this area is predicted to be 550 in the year 2020.
D) The snow leopard population in this area is predicted to be 550 in the year 2030.",C,,Math,Algebra,Linear Functions,在方程、图像、表格和情境之间转换,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 1.pdf
SAT-QB-930c2990,"Hydrogen is placed inside a container and kept at a constant pressure. The graph shows the estimated volume y, in liters, of the hydrogen when its temperature is x kelvins. Volume (liters) Temperature (kelvins) What is the estimated volume, in liters, of the hydrogen when its temperature is 500 kelvins?
A) 0
B) 500
C) 7 500",C,https://img.justsolvely.com/followUpImage/a91f202f-7458-4312-97e4-4c15a9cbb90c-1786365928606-258.webp,Math,Algebra,Linear Functions,在方程、图像、表格和情境之间转换,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 1.pdf
SAT-QB-a1696f3e,"The function g is defined as g(x) = 5x + a, where a is a constant. If g(4) = 31, what is the value of a?
A) 30
B) 22
C) 11
D) -23",C,,Math,Algebra,Linear Functions,在方程、图像、表格和情境之间转换,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 1.pdf
SAT-QB-a309803e,"One gallon of paint will cover 220 square feet of a surface. A room has a total wall area of w square feet. Which equation represents the total amount of paint P, in gallons, needed to paint the walls of the room twice?
A) P = 10
B) P = 440ш
C) P = 220
D) P= 220w",A,https://img.justsolvely.com/followUpImage/4dd70550-8ea3-41f3-99e6-12e1e3720dfc-1786365933327-352.webp,Math,Algebra,Linear Functions,在方程、图像、表格和情境之间转换,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 3.pdf
SAT-QB-a4d6fbec,"If y = 5x + 10, what is the value of y when x = 8?",50,,Math,Algebra,Linear Functions,在方程、图像、表格和情境之间转换,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 1.pdf
SAT-QB-a73a5c22,"The function g is defined by g(x) = 10x + 8. What is the value of g(x) when x = 8?
A) 0
B) 8
C) 10
D) 88",D,,Math,Algebra,Linear Functions,在方程、图像、表格和情境之间转换,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 1.pdf
SAT-QB-a7e2859a,"The cost of renting a large canopy tent for up to 10 days is $430 for the first day and $215 for each additional day. Which of the following equations gives the cost y, in dollars, of renting the tent for a days, where x is a positive integer and x ≤ 10?
A) y = 215x + 215
B) y = 430x - 215
C) y = 430x + 215
D) y = 215x + 430",A,https://img.justsolvely.com/followUpImage/2df519af-edec-41e3-99af-c60ab9c776d5-1786365933667-445.webp,Math,Algebra,Linear Functions,在方程、图像、表格和情境之间转换,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 3.pdf
SAT-QB-a8e6bd75,"Which of the following is the graph of the equation y = 2x - 5 in the xy-plane?
A)",D,https://img.justsolvely.com/followUpImage/f91fc5ac-f342-440a-a362-9e01b1bb5016-1786365928209-180.webp,Math,Algebra,Linear Functions,在方程、图像、表格和情境之间转换,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 1.pdf
SAT-QB-af711d1b,"Distance (kilometers) Average time (minutes) 0.32 8 0.56 14 0.68 17 The table gives the average time t, in minutes, it takes Carly to travel a certain distance d, in kilometers. Which equation could represent this linear relationship?
A) t = 4d
B) t = 25d
C) t = 25d
D) t = Ld",C,,Math,Algebra,Linear Functions,在方程、图像、表格和情境之间转换,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 2.pdf
SAT-QB-b2fe7ab6,"For the linear function g, the table shows four values of x and their corresponding values of g(x). The function can be written as g(x) = mx + b, where m and b are constants. What is the value of b?
A) 3
B) 27
C) 54
D) 57",D,https://img.justsolvely.com/followUpImage/6cdfbb8d-8de7-4e6a-b6d4-5a2baa8cc5e1-1786365930875-256.webp,Math,Algebra,Linear Functions,在方程、图像、表格和情境之间转换,,,Existing-Downloads,/Users/mac/Downloads/Math/Algebra/Linear Functions/Linear Functions 2.pdf
